"","FICO","BAE201405ProjLoss","PMI6_1","DTIwoProspLoanAllEmp","REV201","SampleWeight","EALR"
"3106",684,0.028935,0.1126099812,0.19,3868,1,0.028935
"3107",722,0.0285726493596683,0.0948684576,0.3,13099,4.166667,0.0285726493596683
"3108",682,0.0546870464712855,0.0945889365,0.05,549,2,0.0546870464712855
"3109",810,0.807057,0.0300238396,0,1038,1,0.807057
"3110",702,0.032722,0.1015171351,0.42,5686,1,0.032722
"3111",652,0.068852,0.1283729828,0.1,14891,1,0.068852
"3112",656,0.155618,0.1030810137,0.35,21733,1,0.155618
"3113",666,0.042392,0.0971753699,0.08,6383,1,0.042392
"3114",671,0.088452,0.1238853441,0.32,14491,1,0.088452
"3115",670,0.03341,0.1259599499,0.11,3958,1,0.03341
"3116",672,0.119903,0.1065764762,0.02,2637,1,0.119903
"3117",675,0.045942,0.0853951583,0.33,14642,1,0.045942
"3118",683,0.027624,0.099001951,0.12,3390,1,0.027624
"3119",641,0.081617,0.127699077,0.1,85,1,0.081617
"3120",716,0.042392,0.1063511418,0.15,5018,1,0.042392
"3121",640,0.04909,0.1271864734,0.07,2244,1,0.04909
"3122",687,1.1646,0.1089889568,0.35,9862,2,1.1646
"3123",675,0.084785,0.0867538754,0,192,1,0.084785
"3124",679,0.05505,0.0958651378,0.29,10880,1,0.05505
"3125",690,0.040007,0.1074487096,0.19,16454,1,0.040007
"3126",655,0.418237219665955,0.0850552451,0.29,125828,2,0.418237219665955
"3127",654,0.050202,0.0990636328,0.04,1314,1,0.050202
"3128",736,0.057377,0.097441084,0.23,8852,1,0.057377
"3129",677,0.057748,0.0939212024,0.1,2766,1,0.057748
"3130",659,0.11345,0.1245317194,0.1,1248,1,0.11345
"3131",700,0.031296,0.1019358565,0.32,22251,1,0.031296
"3132",669,0.092248,0.1016370187,0.35,85600,1,0.092248
"3133",708,0.088298,0.0879595192,0.29,10621,1,0.088298
"3134",644,0.101742,0.0893359951,0.25,8199,1,0.101742
"3135",650,0.127177,0.0874353028,0.15,6068,1,0.127177
"3136",658,0.062843,0.114971418,0.33,9217,1,0.062843
"3137",643,0.029001,0.105252805,0.07,5269,1,0.029001
"3138",733,0.027435,0.0910756574,0.3,31869,1,0.027435
"3139",717,0.083586,0.1187140306,0.37,4408,1,0.083586
"3140",686,1.1646,0.100922995,0.35,16852,2,1.1646
"3141",670,0.127177,0.103682535,0.07,9366,1,0.127177
"3142",687,0.076306,0.1164667267,0.35,86494,1,0.076306
"3143",710,0.063589,0.1032956189,0.36,28045,1,0.063589
"3144",755,0.032313,0.09271787,0.42,389,1,0.032313
"3145",738,0.083009,0.1015684289,0.4,1398,1,0.083009
"3146",676,0.060617,0.089653771,0.15,14505,1,0.060617
"3147",646,0.076306,0.1073653031,0.05,7646,1,0.076306
"3148",675,0.05171,0.1230955251,0.12,5860,1,0.05171
"3149",681,0.024297,0.1023800411,0.12,3563,1,0.024297
"3150",640,0.114646,0.0952427936,0.05,1932,1,0.114646
"3151",675,0.069585,0.1189624906,0.28,4822,1,0.069585
"3152",649,0.089024,0.1271641302,0.33,3622,1,0.089024
"3153",661,0.158971,0.1109980434,0.29,10771,1,0.158971
"3154",650,0.127177,0.1023437091,0.05,5852,1,0.127177
"3155",704,0.076306,0.1166748951,0.39,26129,1,0.076306
"3156",667,0.114459,0.1018252678,0.27,20457,1,0.114459
"3157",665,0.101742,0.1017862288,0.23,5637,1,0.101742
"3158",664,0,0.1286728871,0.29,5928,2,0
"3159",649,0.097023,0.1185027641,0.18,7393,1,0.097023
"3160",620,0.00417547526082641,0.0934511531,0.32,11002,2.5,0.00417547526082641
"3161",657,0.155618,0.1189252244,0.03,745,1,0.155618
"3162",730,0.0303789636212256,0.1181873772,0.39,11606,2,0.0303789636212256
"3163",659,0.033857,0.1078919557,0.12,5075,1,0.033857
"3164",726,0.050806,0.1050933175,0.46,9448,1,0.050806
"3165",663,0.057655,0.0706768185,0.11,5112,1,0.057655
"3166",647,0.074806,0.0882009296,0.15,19988,1,0.074806
"3167",633,0.00630259498892763,0.107630245,0.1,7143,2.5,0.00630259498892763
"3168",684,0.050514,0.0941620304,0.12,19555,1,0.050514
"3169",644,1.391525,0.1218268741,0.12,2718,1,1.391525
"3170",653,0.076306,0.1001877242,0.31,3588,1,0.076306
"3171",681,0.115418,0.113222612,0.26,13625,1,0.115418
"3172",662,0.190766,0.103593023,0.36,21732,1,0.190766
"3173",711,0.068787,0.0927394932,0.08,4977,1,0.068787
"3174",818,0.069484,0.1105643595,0.43,879,1,0.069484
"3175",674,0.062776,0.0863387856,0.15,11960,1,0.062776
"3176",656,0.00440926363130266,0.1124694528,0.06,8131,2,0.00440926363130266
"3177",694,0.020211,0.1237058226,0.12,2090,1,0.020211
"3178",651,0.030884,0.1019447061,0.12,17004,1,0.030884
"3179",699,0.127177,0.1175102505,0.35,11499,1,0.127177
"3180",661,0,0.1118317296,0.25,9450,2,0
"3181",643,0.067828,0.1100718614,0.36,76586,1,0.067828
"3182",642,0.127177,0.1298768408,0.15,13835,1,0.127177
"3183",653,0.114459,0.1091812148,0.25,17218,1,0.114459
"3184",774,0,0.1021336304,0.3,6036,2,0
"3185",698,0.591985,0.1274384301,0.26,14670,1,0.591985
"3186",677,0.00270344776346393,0.1004235383,0.28,7762,2,0.00270344776346393
"3187",672,0.055722,0.0866992001,0.06,5002,1,0.055722
"3188",645,0.0457426982182504,0.1075730959,0.21,21526,2,0.0457426982182504
"3189",660,0.044512,0.1240133705,0.25,7086,1,0.044512
"3190",753,0.109245,0.1001971732,0.36,25683,1,0.109245
"3191",667,0.072293,0.086331091,0.11,1011,1,0.072293
"3192",661,0.08572,0.0880942202,0.18,7030,1,0.08572
"3193",645,0.10702,0.1168329426,0.07,4394,1,0.10702
"3194",683,0.00651458873553791,0.0958657806,0.42,43368,5,0.00651458873553791
"3195",680,0.066418,0.1131298538,0.16,108095,1,0.066418
"3196",653,0,0.105797846,0.34,14079,2,0
"3197",666,0.083583,0.1009139113,0.24,4333,1,0.083583
"3198",678,0.061045,0.1147677009,0.24,21219,1,0.061045
"3199",720,0.045784,0.1087130079,0.29,10342,1,0.045784
"3200",644,0.063285,0.0965788337,0.24,8934,1,0.063285
"3201",674,0.09658,0.1220996181,0.45,6210,1,0.09658
"3202",662,0.069036,0.1130227951,0.19,22339,1,0.069036
"3203",660,0.042392,0.1250896696,0.33,12365,1,0.042392
"3204",668,0.00986436442185343,0.1050773579,0.3,23046,2,0.00986436442185343
"3205",657,0.086741,0.1119641988,0.19,7883,1,0.086741
"3206",655,0.047075,0.0907024342,0.14,10092,1,0.047075
"3207",677,0.127177,0.1000926974,0.19,43293,1,0.127177
"3208",672,0.101993,0.1187307394,0.38,3886,1,0.101993
"3209",702,0.053616,0.1248279422,0.24,26336,1,0.053616
"3210",707,0.048273,0.1261338401,0.13,84303,1,0.048273
"3211",662,0.06363,0.1114675532,0.23,17375,1,0.06363
"3212",640,0.073919,0.0995460522,0.12,2689,1,0.073919
"3213",676,0.115418,0.1047599745,0.24,2922,1,0.115418
"3214",709,0.076567,0.1143457302,0.37,16705,1,0.076567
"3215",666,0.00581011599939642,0.1067426057,0.3,24394,2,0.00581011599939642
"3216",673,0.0164618066153877,0.1051338335,0.47,4438,2,0.0164618066153877
"3217",757,0.050202,0.1127150414,0.26,363,1,0.050202
"3218",663,0.061965,0.1117744336,0.08,3667,1,0.061965
"3219",673,0.053548,0.1061038613,0.28,7367,1,0.053548
"3220",709,0.105981,0.1233591699,0.32,12673,1,0.105981
"3221",694,0.091075,0.115823569,0.36,33721,1,0.091075
"3222",689,0.095383,0.0995825553,0.35,2994,1,0.095383
"3223",667,0.083127,0.120901637,0.28,5463,1,0.083127
"3224",668,1.1646,0.1119408024,0.18,12809,2,1.1646
"3225",651,0.158971,0.1074924722,0.27,3494,1,0.158971
"3226",641,0.030554,0.1034720997,0.07,21626,1,0.030554
"3227",683,0.112674,0.1010580335,0.35,14941,1,0.112674
"3228",664,0.105981,0.0903614322,0.22,2829,1,0.105981
"3229",673,0.055723,0.1092372034,0.12,6346,1,0.055723
"3230",672,0.116283777184989,0.1111584112,0.2,8615,2,0.116283777184989
"3231",697,0.034732,0.1271337314,0.32,16324,1,0.034732
"3232",655,1.219105,0.107323419,0.09,3330,1,1.219105
"3233",670,0.078241,0.1011696948,0.31,1586,1,0.078241
"3234",676,0.00440184202494878,0.1054347791,0.38,12234,2,0.00440184202494878
"3235",648,0.0151435762869852,0.0881302651,0.11,22,2,0.0151435762869852
"3236",676,0.03256,0.1204282669,0.05,2381,1,0.03256
"3237",643,0.665965641155796,0.1143470426,0.16,6120,2,0.665965641155796
"3238",650,0.090759,0.1160870851,0.1,18076,1,0.090759
"3239",684,0.083457,0.1292458336,0.19,15045,1,0.083457
"3240",671,0.032583,0.129621311,0.08,3831,1,0.032583
"3241",684,0.036336,0.1262027193,0.04,6959,1,0.036336
"3242",642,0.050871,0.1210759823,0.1,1264,1,0.050871
"3243",673,0.114459,0.1160441802,0.2,6427,1,0.114459
"3244",655,0.06778,0.1233825984,0.09,2704,1,0.06778
"3245",665,0.027086,0.1002224342,0.17,6613,1,0.027086
"3246",650,0.090618,0.1292051604,0.12,1982,1,0.090618
"3247",670,0.038153,0.1039137692,0.22,5517,1,0.038153
"3248",646,0.044072,0.039697973,0.2,2939,1,0.044072
"3249",667,0.00740781042873968,0.0538449718,0.04,408,4.166667,0.00740781042873968
"3250",676,0.082665,0.1084258541,0.28,37643,1,0.082665
"3251",677,0.081948,0.1165790713,0.3,3927,1,0.081948
"3252",708,0.045784,0.1092856553,0.3,9995,1,0.045784
"3253",647,0.11022,0.128641802,0.14,5670,1,0.11022
"3254",669,0.063589,0.1202787832,0.22,4019,1,0.063589
"3255",689,0.00699384510980987,0.0598871611,0.03,2186,2,0.00699384510980987
"3256",640,0.090841,0.1026495947,0.21,5997,1,0.090841
"3257",688,0.05118,0.1100514203,0.21,7714,1,0.05118
"3258",642,0.063566,0.0737905606,0.22,34914,1,0.063566
"3259",676,0.04468,0.1297495274,0.18,5866,1,0.04468
"3260",691,0.08695,0.1040814704,0.43,9066,1,0.08695
"3261",644,0.127177,0.1131539321,0.19,8641,1,0.127177
"3262",684,0.050871,0.087758092,0.33,15462,1,0.050871
"3263",713,0.035673,0.1185337365,0.27,2225,1,0.035673
"3264",655,0.101493,0.1102139214,0.25,15945,1,0.101493
"3265",678,0.085692,0.1086062332,0.18,21459,1,0.085692
"3266",671,0.047691,0.1021642869,0.3,10997,1,0.047691
"3267",650,0.067566,0.1160470553,0.16,5609,1,0.067566
"3268",660,0.070497,0.1270148823,0.33,2567,1,0.070497
"3269",643,0.050997,0.08838142,0.31,13473,1,0.050997
"3270",659,0.145266,0.0943640671,0.35,4642,1,0.145266
"3271",672,0.046261,0.1261918416,0.08,1589,1,0.046261
"3272",653,0.117361,0.1165366297,0.08,6436,1,0.117361
"3273",627,0.0157442734022279,0.0837752015,0.13,10201,2.5,0.0157442734022279
"3274",693,0.127177,0.1159759398,0.35,16131,1,0.127177
"3275",673,0.098268,0.1023779447,0.26,7335,1,0.098268
"3276",647,0.12934,0.12624831,0.18,13231,1,0.12934
"3277",670,0.632369150596512,0.1216227458,0.38,22926,2,0.632369150596512
"3278",730,0,0.1133109616,0.14,2271,1,0
"3279",659,0.11531,0.1118208064,0.3,3609,1,0.11531
"3280",729,0.067104,0.0955000884,0.13,4244,1,0.067104
"3281",655,0.080014,0.1162981924,0.27,2066,1,0.080014
"3282",640,0.114459,0.1139086419,0.19,8421,1,0.114459
"3283",717,0.039741,0.107961514,0.45,5734,1,0.039741
"3284",669,0.00417547526082641,0.1206276917,0.3,17676,2,0.00417547526082641
"3285",713,0.048536,0.0943060055,0.31,8649,1,0.048536
"3286",675,0.076306,0.1056777584,0.01,4459,1,0.076306
"3287",647,0.148835,0.1225439401,0.11,2374,1,0.148835
"3288",659,0.171861,0.1144646451,0.13,12898,1,0.171861
"3289",741,0.04227,0.0980161178,0.3,17479,1,0.04227
"3290",658,0.860699031592838,0.1008456519,0.2,10700,2,0.860699031592838
"3291",670,0.306989,0.0867400813,0.45,20053,1,0.306989
"3292",709,1.1646,0.0887412039,0.32,53162,2,1.1646
"3293",670,0.00581011599939642,0.1169422771,0.41,23117,2,0.00581011599939642
"3294",640,0.137625,0.1288255582,0.47,4379,1,0.137625
"3295",665,0.07847,0.1116134418,0.16,5003,1,0.07847
"3296",660,0.127177,0.0943458911,0.16,7851,1,0.127177
"3297",671,0,0.1185033217,0.08,326,2,0
"3298",670,0.097921,0.1003272099,0.19,23862,1,0.097921
"3299",683,0.052991,0.1042938607,0.22,2776,1,0.052991
"3300",685,0.072673,0.1069588255,0.13,3456,1,0.072673
"3301",675,0.047657,0.1104752569,0.16,1579,1,0.047657
"3302",701,0.057425,0.1015982599,0.29,5466,1,0.057425
"3303",680,0.107241,0.1125779686,0.26,12004,1,0.107241
"3304",699,0.027791,0.0800144726,0.34,7599,1,0.027791
"3305",695,0.477555410120737,0.1209820913,0.21,10530,2,0.477555410120737
"3306",704,0.067133,0.1024608129,0.49,19667,1,0.067133
"3307",655,0.355188698951865,0.1149804595,0.06,789,2,0.355188698951865
"3308",663,0.086065,0.113290474,0.3,13096,1,0.086065
"3309",654,0.158971,0.112757611,0.12,2883,1,0.158971
"3310",675,0.083583,0.1001776565,0.38,16108,1,0.083583
"3311",667,0.023316283404352,0.1056904583,0.05,9525,2,0.023316283404352
"3312",670,0.00664361995624025,0.1157156997,0.12,10148,1,0.00664361995624025
"3313",657,0.050074,0.1007872782,0.08,15675,1,0.050074
"3314",646,0.140993,0.1070301974,0.14,2663,1,0.140993
"3315",630,0,0.0905911404,0.08,6119,2.5,0
"3316",630,0,0.1252163512,0.17,27603,1,0
"3317",711,0.060854,0.1006180849,0.23,8971,1,0.060854
"3318",651,0.106059,0.126023041,0.36,15307,1,0.106059
"3319",646,0.0105008308074396,0.1183178695,0.16,12234,2,0.0105008308074396
"3320",669,0.089024,0.1269672011,0.4,12523,1,0.089024
"3321",656,0.127177,0.1268837838,0.17,6072,1,0.127177
"3322",647,0.113844,0.0872524108,0.22,5378,1,0.113844
"3323",669,0.105958,0.0912288312,0.1,2194,1,0.105958
"3324",673,0,0.1222711683,0.23,27839,2,0
"3325",645,0.032938,0.128020772,0.1,4953,1,0.032938
"3326",670,0.078241,0.1077284839,0.12,2000,1,0.078241
"3327",718,0.038738,0.0892358414,0.4,11910,1,0.038738
"3328",681,0.040697,0.1102024336,0.34,99207,1,0.040697
"3329",686,0.045359,0.0887946465,0.14,9261,1,0.045359
"3330",679,0.062905,0.1097693509,0.48,6384,1,0.062905
"3331",655,0.046944,0.1070356421,0.18,5623,1,0.046944
"3332",664,0.038153,0.1006292882,0.11,1233,1,0.038153
"3333",678,0.084785,0.1086340648,0.38,21239,1,0.084785
"3334",670,0.048624,0.0875206249,0.13,1453,1,0.048624
"3335",679,0.033949,0.1250877,0.21,9511,1,0.033949
"3336",769,0.02674,0.0867580501,0.08,20839,1,0.02674
"3337",676,0.04239,0.1286662755,0.07,5367,1,0.04239
"3338",668,0.214493186723924,0.1275759739,0.24,25649,6.666667,0.214493186723924
"3339",670,0.072272,0.1224559008,0.11,8413,1,0.072272
"3340",632,0.167565651140951,0.1058904303,0.4,18579,1,0.167565651140951
"3341",657,0,0.1097649235,0.17,8120,4.166667,0
"3342",686,0.723943584835642,0.1057618469,0.35,33326,2,0.723943584835642
"3343",685,0.082665,0.1024874981,0.21,22839,1,0.082665
"3344",746,0.034685,0.1187649339,0.24,4295,1,0.034685
"3345",653,0.10502,0.1110715819,0.12,9188,1,0.10502
"3346",669,1.098067,0.1068269132,0.26,12639,1,1.098067
"3347",680,0.115829,0.103411775,0.25,7755,1,0.115829
"3348",694,0.028262,0.0882764395,0.11,6663,1,0.028262
"3349",648,0.171968,0.1100568288,0.17,2073,1,0.171968
"3350",693,0.040884,0.1072248349,0.38,19898,1,0.040884
"3351",649,0.13017,0.1065705263,0.21,6366,1,0.13017
"3352",661,0.042728,0.0874591361,0.09,6309,1,0.042728
"3353",667,0.139895,0.1277414952,0.09,10188,1,0.139895
"3354",712,0.00769751417045417,0.1189280945,0.25,50190,2,0.00769751417045417
"3355",672,0.028539,0.0864881613,0.28,13473,1,0.028539
"3356",752,0.685531,0.127678649,0.23,2985,1,0.685531
"3357",681,0.029461,0.1175172408,0.31,29445,1,0.029461
"3358",650,0.006994,0.1182407903,0.1,12476,1,0.006994
"3359",667,0,0.1133596681,0.3,3630,4.166667,0
"3360",710,0.074183,0.0853119985,0.15,0,1,0.074183
"3361",646,0.158971,0.1130257168,0.12,2838,1,0.158971
"3362",675,0.064563,0.0962747708,0.22,6046,1,0.064563
"3363",713,0.052651,0.0872339297,0.29,23868,1,0.052651
"3364",693,0.103801,0.1191064422,0.08,2550,1,0.103801
"3365",672,0.070497,0.1056158834,0.19,15409,1,0.070497
"3366",668,0.076306,0.0999092355,0.06,3147,1,0.076306
"3367",657,0.125505,0.0899580653,0.26,41986,1,0.125505
"3368",708,0.023585,0.1029130901,0.23,17636,1,0.023585
"3369",657,0.10395,0.0939008034,0.21,9116,1,0.10395
"3370",659,0.127177,0.1196159792,0.19,9756,1,0.127177
"3371",716,0.050871,0.0765666139,0.48,69263,1,0.050871
"3372",675,0.028539,0.0888554243,0.13,3184,1,0.028539
"3373",682,0.043815,0.1258909788,0.11,10164,1,0.043815
"3374",660,0.127177,0.1231072697,0.32,7850,1,0.127177
"3375",707,0.025435,0.0982596401,0.31,5509,1,0.025435
"3376",687,0.0567595464689248,0.1006399958,0.09,6462,1,0.0567595464689248
"3377",656,0.118854,0.0994998271,0.18,11847,1,0.118854
"3378",664,0.069655,0.107715558,0.35,4529,1,0.069655
"3379",703,0.012941,0.103634894,0.1,831,1,0.012941
"3380",659,0.062247,0.1083343663,0.08,24386,1,0.062247
"3381",736,0.038539,0.1024713814,0.31,12041,1,0.038539
"3382",678,0.096157,0.0936528777,0.39,51948,1,0.096157
"3383",621,0,0.1103584071,0.25,52328,2.5,0
"3384",702,0.0273,0.0966926144,0.36,30904,1,0.0273
"3385",683,0.051544,0.1147860625,0.16,4749,1,0.051544
"3386",669,0.050274,0.0991271619,0.15,11973,1,0.050274
"3387",663,0.012718,0.103338769,0.12,7878,1,0.012718
"3388",677,0.050344,0.1083924087,0.21,19499,1,0.050344
"3389",620,0,0.0824406133,0.08,26297,4.166667,0
"3390",683,0.040789,0.1214817339,0.37,4979,1,0.040789
"3391",657,0.152613,0.0905503034,0.16,23825,1,0.152613
"3392",674,0.129245,0.0902993296,0.19,11862,1,0.129245
"3393",687,0.111768,0.0975491251,0.36,22719,1,0.111768
"3394",655,0.120959,0.104320783,0.1,7321,1,0.120959
"3395",672,0.054504,0.1167783152,0.34,7869,1,0.054504
"3396",656,0.019553,0.0902941974,0.22,8675,1,0.019553
"3397",683,0.090719,0.1002227423,0.3,5885,1,0.090719
"3398",670,0.02131,0.0889730834,0.19,8347,1,0.02131
"3399",723,0.08405,0.1260898319,0.33,27569,1,0.08405
"3400",675,0.052872,0.1129660746,0.16,9673,1,0.052872
"3401",667,0.00270801252199351,0.1127250049,0.18,6648,2,0.00270801252199351
"3402",688,0.41317397943941,0.0675455255,0.32,59030,1,0.41317397943941
"3403",651,0.06778,0.119537124,0.32,4998,1,0.06778
"3404",645,0.130401,0.1050807499,0.29,9560,1,0.130401
"3405",693,0.063589,0.1176300967,0.15,4211,1,0.063589
"3406",670,0.0845,0.1026354915,0.22,13653,1,0.0845
"3407",680,0.042392,0.0902273246,0.08,4168,1,0.042392
"3408",733,0.049294,0.1108330109,0.32,4799,1,0.049294
"3409",651,0.083629,0.1026882214,0.08,2031,1,0.083629
"3410",715,0.017882,0.0995777064,0.22,11236,1,0.017882
"3411",652,0.143074,0.0864396128,0.25,7746,1,0.143074
"3412",685,0.037695,0.1290909937,0.35,16102,1,0.037695
"3413",708,0.022031,0.0801234337,0.27,65807,1,0.022031
"3414",667,0.081356,0.1057288518,0.29,3222,1,0.081356
"3415",681,0.045784,0.0897656909,0.25,26260,1,0.045784
"3416",658,0.029987,0.1149696376,0.22,8393,1,0.029987
"3417",693,0.018569,0.1186804815,0.14,72,1,0.018569
"3418",679,0.068787,0.0870102599,0.12,72,1,0.068787
"3419",654,0.055849,0.1004699467,0.3,16364,1,0.055849
"3420",642,0.0397731626833344,0.0456804684,0.02,575,2,0.0397731626833344
"3421",689,0.117361,0.1033038808,0.11,475,1,0.117361
"3422",678,0.076306,0.1061353643,0.33,48190,1,0.076306
"3423",679,0.00270801252199351,0.0874878549,0.23,34999,2,0.00270801252199351
"3424",705,0.037209,0.0904027123,0.19,8687,1,0.037209
"3425",697,0.59496535635999,0.1123309497,0.02,10733,2,0.59496535635999
"3426",649,0.10656,0.1175138744,0.18,4070,1,0.10656
"3427",691,0.050313,0.1248028037,0.19,3255,1,0.050313
"3428",725,0.016957,0.08958954,0.3,7423,1,0.016957
"3429",694,0.094973,0.0939636181,0.17,6928,1,0.094973
"3430",677,0.066261,0.0755271598,0.45,116714,1,0.066261
"3431",704,0.083009,0.1135896279,0.29,868,1,0.083009
"3432",679,0.078241,0.0681768353,0.3,33155,1,0.078241
"3433",683,0.010753,0.0899485032,0.14,53841,1,0.010753
"3434",637,0.0191428176126727,0.0908523225,0.05,2568,4.166667,0.0191428176126727
"3435",722,0.022301,0.12511599,0.21,8569,1,0.022301
"3436",701,0.050202,0.1077600735,0.31,5487,1,0.050202
"3437",731,0.0291074966958574,0.1063409612,0.35,0,2,0.0291074966958574
"3438",700,0.032027,0.1058926359,0.44,6961,1,0.032027
"3439",650,0.0519,0.0937259653,0.23,4110,1,0.0519
"3440",710,0.067048,0.1102583175,0.2,36971,1,0.067048
"3441",665,0.0316005228520735,0.1273404964,0.36,13574,4.166667,0.0316005228520735
"3442",703,0.093895,0.1146615944,0.35,7570,1,0.093895
"3443",640,0.0920286495995921,0.117074513,0.26,3281,20,0.0920286495995921
"3444",681,0.129245,0.1157914514,0.49,9789,1,0.129245
"3445",707,0.031794,0.1065484197,0.3,47080,1,0.031794
"3446",709,0.063761,0.1130212875,0.23,1370,1,0.063761
"3447",683,0.052027,0.1093465909,0.3,5975,1,0.052027
"3448",660,0.046107,0.0940620956,0.08,3572,1,0.046107
"3449",659,0.079142338533293,0.1048685051,0.2,14482,2,0.079142338533293
"3450",689,0.076306,0.0880152691,0.24,10790,1,0.076306
"3451",694,0.054736,0.0744840098,0.35,87323,1,0.054736
"3452",685,0,0.1167152184,0.21,12636,4.166667,0
"3453",699,0.086065,0.1036137956,0.31,14487,1,0.086065
"3454",646,0.349278687458547,0.1123277734,0.44,26044,4.166667,0.349278687458547
"3455",646,0.09658,0.100765399,0.11,5944,1,0.09658
"3456",668,0.073025,0.1142103578,0.18,8700,1,0.073025
"3457",659,0.10143,0.1200287361,0.3,8917,1,0.10143
"3458",653,0.158971,0.1026337512,0.22,1334,1,0.158971
"3459",692,0.127177,0.1048849782,0.34,8370,1,0.127177
"3460",709,0.068183,0.1024284338,0.38,7615,1,0.068183
"3461",686,0.127177,0.1119872539,0.2,13358,1,0.127177
"3462",691,0.026608,0.1074715796,0.27,17211,1,0.026608
"3463",692,0.101742,0.1232794607,0.31,8531,1,0.101742
"3464",684,0.058513,0.1241734649,0.35,3601,1,0.058513
"3465",722,0.059349,0.1015726859,0.36,11951,1,0.059349
"3466",649,0.575810826299308,0.1076284287,0.23,4428,2,0.575810826299308
"3467",691,0.081754,0.1008620362,0.29,2322,1,0.081754
"3468",666,0.08367,0.0682317595,0.13,8175,1,0.08367
"3469",636,0,0.1040988914,0.08,7431,1,0
"3470",664,0.028539,0.1265918216,0.29,8534,1,0.028539
"3471",685,0.042992,0.0890864714,0.25,6227,1,0.042992
"3472",666,0.12646224068746,0.1150535295,0.22,25232,2,0.12646224068746
"3473",668,0.044486,0.1060023453,0.25,6911,1,0.044486
"3474",739,0.031559,0.095536354,0.05,1106,1,0.031559
"3475",661,0.080695,0.1223682926,0.27,5302,1,0.080695
"3476",683,0.073297,0.109066111,0.29,19350,1,0.073297
"3477",714,0.101831,0.1063302574,0.37,1951,1,0.101831
"3478",678,0.050993,0.1177215728,0.29,6394,1,0.050993
"3479",727,0.066505,0.085058962,0.17,4,1,0.066505
"3480",674,0.050871,0.1055880122,0.35,16168,1,0.050871
"3481",640,0.063589,0.1260417412,0.27,7075,1,0.063589
"3482",794,0.00681979440817067,0.0346562156,0.01,2862,5,0.00681979440817067
"3483",646,0.13762223680941,0.1153506136,0.41,23321,6.666667,0.13762223680941
"3484",691,0.621846,0.1015342737,0.1,6330,1,0.621846
"3485",752,0.061951,0.085975813,0.22,463,1,0.061951
"3486",673,0.076873,0.1068975547,0.35,7009,1,0.076873
"3487",655,0,0.1245303455,0.28,3843,2,0
"3488",666,0.03114,0.1273991288,0.3,9455,1,0.03114
"3489",704,0.025273,0.0560281656,0.04,3484,1,0.025273
"3490",651,0.042392,0.1203797958,0.3,8713,1,0.042392
"3491",683,0.077983,0.1083099396,0.28,11798,1,0.077983
"3492",709,0.020487,0.1029440322,0.12,4804,1,0.020487
"3493",647,1.04987221026477,0.0664592444,0.24,123005,6.666667,1.04987221026477
"3494",703,0.0489,0.1030089287,0.29,8595,1,0.0489
"3495",715,0.033056490050017,0.1236642208,0.32,11123,2,0.033056490050017
"3496",672,0.069947,0.0924103238,0.28,31469,1,0.069947
"3497",643,0.541185,0.1225219433,0.31,6184,1,0.541185
"3498",646,0.047366,0.1020526579,0.22,8468,1,0.047366
"3499",678,0.063268,0.1198249627,0.38,7822,1,0.063268
"3500",705,0.091075,0.1067368454,0.19,4769,1,0.091075
"3501",689,0.066844,0.0997458928,0.21,16426,1,0.066844
"3502",698,0.054531,0.1051895168,0.29,9703,1,0.054531
"3503",665,0.109537,0.1284614423,0.24,6788,1,0.109537
"3504",654,0.078583,0.1008477024,0.07,2321,1,0.078583
"3505",642,0.125505,0.1092060004,0.01,2351,1,0.125505
"3506",666,0,0.11882847,0.29,16257,4.166667,0
"3507",655,0.050997,0.1228646442,0.1,1664,1,0.050997
"3508",722,0,0.1215830361,0.25,1341,4.166667,0
"3509",682,0.038925,0.1038479953,0.1,2582,1,0.038925
"3510",718,0.050871,0.0935066595,0.41,13783,1,0.050871
"3511",662,0,0.1007860691,0.29,19206,2,0
"3512",643,0.551405,0.0958546394,0.07,1506,1,0.551405
"3513",669,0.064088,0.1144758443,0.19,4780,1,0.064088
"3514",662,0.040874,0.1266231946,0.08,11216,1,0.040874
"3515",660,0.0279204560119499,0.0889671901,0.04,5216,2,0.0279204560119499
"3516",664,0.071942,0.1017194554,0.19,12754,1,0.071942
"3517",742,0.049329,0.1090560281,0.07,624,1,0.049329
"3518",729,0.027876,0.0945720697,0.24,13002,1,0.027876
"3519",663,0.048914,0.100093588,0.25,11030,1,0.048914
"3520",648,0.023246,0.0908684773,0.05,862,1,0.023246
"3521",730,0.052199,0.104344111,0.4,8035,1,0.052199
"3522",667,0.127177,0.1120667214,0.09,2480,1,0.127177
"3523",669,0.084785,0.1083820952,0.12,10212,1,0.084785
"3524",669,0.084553,0.114420267,0.06,5714,1,0.084553
"3525",680,0.0436898272308274,0.1236681074,0.26,13469,2,0.0436898272308274
"3526",685,0,0.1170625627,0.3,8425,2,0
"3527",671,0,0.0994704422,0.25,3559,2,0
"3528",658,0.073962,0.1149207982,0.29,5346,1,0.073962
"3529",643,0.13404,0.1217303667,0.16,5751,1,0.13404
"3530",672,0.118854,0.117811191,0.38,5872,1,0.118854
"3531",692,0.094149,0.1032614645,0.04,1281,1,0.094149
"3532",694,0.138739,0.1103689566,0.3,18252,1,0.138739
"3533",669,0.071942,0.1169693688,0.18,7820,1,0.071942
