"","FICO","BAE201405ProjLoss","PMI6_1","DTIwoProspLoanAllEmp","REV201","SampleWeight","EALR"
"1",642,0.137625,0.1064375307,0.49,70284,1,0.137625
"2",676,0.02338,0.1145940924,0.17,2635,1,0.02338
"3",683,0.046998,0.1190686316,0.22,7186,1,0.046998
"4",683,0.035208,0.126595183,0.17,7058,1,0.035208
"5",654,0.042164,0.0956350285,0.34,17108,1,0.042164
"6",635,0.946069,0.0941420274,0.01,1158,1,0.946069
"7",642,0.098567,0.1020645517,0.01,30687,1,0.098567
"8",662,0.114459,0.104448933,0.36,25555,1,0.114459
"9",680,0.0289100597308409,0.1151092736,0.16,18549,2,0.0289100597308409
"10",693,0.086939,0.1163938294,0.27,25171,1,0.086939
"11",661,0.031124,0.1036554756,0.23,8374,1,0.031124
"12",735,0.072655,0.1163564894,0.26,6781,1,0.072655
"13",671,0.100071,0.0884158265,0.14,4526,1,0.100071
"14",637,0,0.1162904138,0.16,13151,2.5,0
"15",655,0.165027,0.1204761331,0.36,7895,1,0.165027
"16",679,0.092248,0.1204124675,0.29,3490,1,0.092248
"17",676,0.072293,0.0933887947,0.24,16582,1,0.072293
"18",651,0.0915257993591584,0.1074699768,0.04,6854,2,0.0915257993591584
"19",667,0.044634,0.1037241794,0.23,3393,1,0.044634
"20",664,0.109537,0.1191180413,0.1,10310,1,0.109537
"21",677,0.072673,0.1128817207,0.19,8682,1,0.072673
"22",708,0.085154,0.1038625788,0.34,17637,1,0.085154
"23",651,0.078786,0.1173012329,0.32,6385,1,0.078786
"24",664,0.137625,0.1299998805,0.46,11675,1,0.137625
"25",657,0.288585986417461,0.1243683253,0.11,49510,2,0.288585986417461
"26",694,0.056548,0.1003755211,0.35,77636,1,0.056548
"27",690,0.106059,0.0880657148,0.17,6897,1,0.106059
"28",638,0.00270801252199351,0.1134125118,0.17,6054,1,0.00270801252199351
"29",690,0,0.0692335471,0.24,145116,1,0
"30",663,0,0.1066658899,0.39,14598,2,0
"31",700,0.044705,0.0985231146,0.21,5114,1,0.044705
"32",715,0.023648,0.0918505303,0.22,12409,1,0.023648
"33",658,0,0.1279256302,0.34,33767,2,0
"34",669,0.046944,0.0885651955,0.21,13876,1,0.046944
"35",645,0.090759,0.0954491957,0.1,2438,1,0.090759
"36",665,0.00706490173950084,0.1179862057,0.03,1894,1,0.00706490173950084
"37",702,0.064546,0.1111519283,0.25,8351,1,0.064546
"38",672,0.075678,0.1260351545,0.27,6654,1,0.075678
"39",675,0.058996,0.0976909032,0.15,2074,1,0.058996
"40",703,0.086149,0.129082269,0.13,36240,1,0.086149
"41",681,0.00581990007727881,0.101154101,0.24,4429,2,0.00581990007727881
"42",676,0.025732,0.1094544647,0.11,2511,1,0.025732
"43",670,0.042392,0.1026189772,0.24,4550,1,0.042392
"44",700,0.028935,0.0893972224,0.23,18590,1,0.028935
"45",685,0.050783,0.127656536,0.27,6076,1,0.050783
"46",655,0.117686,0.109858314,0.32,16729,1,0.117686
"47",640,0.078241,0.1011342736,0.08,388,1,0.078241
"48",690,0.101742,0.1177733231,0.41,11177,1,0.101742
"49",668,0.083583,0.1121640153,0.38,9246,1,0.083583
"50",663,0.086286,0.1038651057,0.19,4106,1,0.086286
"51",639,0.0291555258377535,0.1269525157,0.07,1801,1,0.0291555258377535
"52",649,0.101713,0.1220888394,0.21,11790,1,0.101713
"53",660,0.09746,0.1082422837,0.16,3420,1,0.09746
"54",700,0.101742,0.1226896027,0.45,3223,1,0.101742
"55",738,0.101742,0.1203200834,0.37,7352,1,0.101742
"56",671,0.043443,0.1081168744,0.23,9186,1,0.043443
"57",686,0.081535,0.1037413648,0.42,20660,1,0.081535
"58",678,0.062593,0.0903777811,0.19,9908,1,0.062593
"59",670,0.267216,0.1200152202,0.38,32751,1,0.267216
"60",669,0.132447,0.1252092113,0.25,0,1,0.132447
"61",672,0.060917,0.090010799,0.3,9078,1,0.060917
"62",661,0.088572,0.1025804722,0.29,23816,1,0.088572
"63",667,0.078782,0.1255138164,0.35,235005,1,0.078782
"64",665,0.03868,0.1075064016,0.19,7682,1,0.03868
"65",738,0.030936,0.1042675159,0.17,5351,1,0.030936
"66",658,0.097808,0.1235720774,0.08,1587,1,0.097808
"67",668,0.076306,0.0935659063,0.14,12316,1,0.076306
"68",693,0.078976,0.0915540809,0.46,26855,1,0.078976
"69",695,0.029585,0.0981516598,0.32,12393,1,0.029585
"70",700,0.061108,0.1198985788,0.2,3647,1,0.061108
"71",667,0.063589,0.087617185,0.3,3563,1,0.063589
"72",667,0.044436,0.1056069434,0.03,1343,1,0.044436
"73",710,0.127177,0.1067321541,0.44,5906,1,0.127177
"74",665,0,0.1045613481,0.14,14759,2,0
"75",676,1.1646,0.1183671797,0.11,23674,2,1.1646
"76",642,0.089273,0.1253317829,0.17,1088,1,0.089273
"77",697,1.1646,0.1031631691,0.24,13786,2,1.1646
"78",645,0.090841,0.1073438632,0.11,5063,1,0.090841
"79",696,0.05486,0.1146626384,0.25,28682,1,0.05486
"80",644,0.057409,0.1094958748,0.13,10945,1,0.057409
"81",701,0.081762,0.1171145029,0.2,92286,1,0.081762
"82",706,0.063026,0.1110027889,0.38,2292,1,0.063026
"83",689,0.00706490173950084,0.0633465473,0,0,2,0.00706490173950084
"84",650,0.123322,0.1043948091,0.1,8764,1,0.123322
"85",668,0.084553,0.1163388669,0.22,304,1,0.084553
"86",690,0.075624,0.1084606617,0.08,1560,1,0.075624
"87",692,0.067202,0.1253477607,0.11,2556,1,0.067202
"88",653,0.09658,0.1099109688,0.04,4115,1,0.09658
"89",703,0.102431,0.1037114773,0.4,5217,1,0.102431
"90",707,0.09249,0.0908817253,0.4,2784,1,0.09249
"91",717,0.086454,0.0951983357,0.14,581,1,0.086454
"92",642,0.060607,0.1017329303,0.08,2170,1,0.060607
"93",692,0.086065,0.1037046518,0.23,7282,1,0.086065
"94",658,0.116232,0.0920240829,0.01,368,1,0.116232
"95",641,0.117686,0.1130088772,0.32,11353,1,0.117686
"96",675,0.123322,0.1148074926,0.22,27693,1,0.123322
"97",690,0.036292,0.1003999056,0.21,23100,1,0.036292
"98",675,0.067332,0.0955759348,0.24,25306,1,0.067332
"99",681,0,0.113585443,0.15,28499,2,0
"100",664,0.01792,0.1077618473,0.08,6838,1,0.01792
"101",662,0.127177,0.1158536461,0.23,16691,1,0.127177
"102",684,0,0.1079392918,0.34,13105,2,0
"103",666,0.097748,0.1045323648,0.33,8793,1,0.097748
"104",687,0.039229,0.1142668308,0.31,10777,1,0.039229
"105",700,0.063589,0.1032772612,0.32,49893,1,0.063589
"106",654,0.05578,0.1015872705,0.16,8482,1,0.05578
"107",665,0.071155,0.1035925292,0.38,30512,1,0.071155
"108",675,0.059349,0.1020117652,0.26,13863,1,0.059349
"109",692,0.033949,0.108634691,0.03,2433,1,0.033949
"110",680,0.101742,0.1295865062,0.32,22264,1,0.101742
"111",709,0.050298,0.0875765338,0.24,1891,1,0.050298
"112",687,0.07697,0.1050573656,0.2,3280,1,0.07697
"113",653,0.137625,0.1079971315,0.05,221,1,0.137625
"114",661,0.047297,0.1027884087,0.32,8874,1,0.047297
"115",652,0.07716,0.1095983787,0.34,5640,1,0.07716
"116",699,0.042392,0.104077631,0.4,6386,1,0.042392
"117",710,0.044149,0.1034283959,0.04,1542,1,0.044149
"118",659,0.11022,0.1016853884,0.25,35526,1,0.11022
"119",682,0.00270344776346393,0.1005851951,0.35,19676,2,0.00270344776346393
"120",653,0.069646,0.1104849358,0.06,267,1,0.069646
"121",686,0.069273,0.1048444843,0.25,10806,1,0.069273
"122",650,0.050871,0.1052153524,0.2,2020,1,0.050871
"123",652,0.084785,0.112595752,0.14,7894,1,0.084785
"124",654,0.084785,0.1105334234,0.27,7204,1,0.084785
"125",718,0,0.1072088796,0.15,23165,2,0
"126",678,0.078241,0.1284537512,0.21,8564,1,0.078241
"127",660,0.071721,0.104325174,0.17,6305,1,0.071721
"128",620,0.0107622734430596,0.1110280924,0.03,1718,2.5,0.0107622734430596
"129",645,0.00303629613790872,0.1182908017,0.27,28306,2,0.00303629613790872
"130",656,0.060971,0.1044471827,0.22,8485,1,0.060971
"131",670,0.031124,0.0915770488,0.12,7340,1,0.031124
"132",654,0.092248,0.1063970519,0.22,10120,1,0.092248
"133",678,0.057166,0.1062585751,0.18,987,1,0.057166
"134",688,0.050621,0.1082112143,0.31,1879,1,0.050621
"135",651,1.1646,0.0944768711,0.03,861,2,1.1646
"136",676,0.07697,0.0912195138,0.1,2533,1,0.07697
"137",677,0.046296,0.1006939626,0.2,7606,1,0.046296
"138",641,0.055492,0.1040860517,0.03,4036,1,0.055492
"139",641,0.0158331109291052,0.1036976035,0.03,1310,2,0.0158331109291052
"140",723,1.038304,0.0950917926,0.21,8135,1,1.038304
"141",654,0.085984,0.1111983389,0.25,7511,1,0.085984
"142",638,0,0.129141321,0.16,6261,1,0
"143",642,0.137625,0.1036621826,0.12,8947,1,0.137625
"144",662,0.020749,0.1231478356,0.09,1887,1,0.020749
"145",676,0.072681,0.090220521,0.43,11360,1,0.072681
"146",673,0.089414,0.0916572779,0.15,22038,1,0.089414
"147",653,0.066224,0.1041611796,0.2,4340,1,0.066224
"148",663,0.058106,0.1209202146,0.34,13217,1,0.058106
"149",647,0,0.1193690443,0.19,8959,2,0
"150",668,0.127177,0.1176261292,0.4,21941,1,0.127177
"151",711,0.027876,0.0916518695,0.26,6358,1,0.027876
"152",629,0.00983739621724553,0.0831364329,0.23,20730,2.5,0.00983739621724553
"153",679,0.091433,0.1158259994,0.2,29496,1,0.091433
"154",690,0.0991,0.1006719332,0.24,4698,1,0.0991
"155",659,0.118241,0.1265746049,0.19,3484,1,0.118241
"156",729,0.09332,0.0856235542,0.42,4829,1,0.09332
"157",644,0.128176,0.1266511116,0.19,2252,1,0.128176
"158",678,0.05299,0.1183161485,0.17,7107,1,0.05299
"159",673,0,0.1039926976,0.26,29832,2,0
"160",668,0.058442,0.1174960075,0.31,7548,1,0.058442
"161",620,0.335766574715746,0.1078028286,0.36,37656,1,0.335766574715746
"162",728,0.049419,0.0917691805,0.22,2385,1,0.049419
"163",675,0.101742,0.1023259063,0.39,8054,1,0.101742
"164",685,0.063589,0.1271656339,0.19,4000,1,0.063589
"165",692,0.059754,0.1102220106,0.3,3128,1,0.059754
"166",686,0.052164,0.1048105958,0.17,12558,1,0.052164
"167",678,0.109537,0.1131030247,0.34,5642,1,0.109537
"168",678,0.111091,0.1022763954,0.21,71845,1,0.111091
"169",669,0.064402,0.1016778335,0.07,2194,1,0.064402
"170",648,0.093889,0.1001293472,0.13,4177,1,0.093889
"171",643,0.043169,0.0905108411,0.03,4001,1,0.043169
"172",683,0.068857,0.1137342679,0.2,3098,1,0.068857
"173",683,0.041237,0.1027871769,0.21,17985,1,0.041237
"174",659,0.114459,0.1138692699,0.38,7682,1,0.114459
"175",661,0.094927,0.1044243555,0.19,11863,1,0.094927
"176",677,0.078976,0.1084452777,0.3,4408,1,0.078976
"177",647,0.079128,0.1150770792,0.45,17739,1,0.079128
"178",671,0.129245,0.0862577667,0.15,5082,1,0.129245
"179",671,0.050871,0.1291522354,0.21,4484,1,0.050871
"180",663,0.0136909007068333,0.1234186087,0.14,6200,2,0.0136909007068333
"181",662,0.029389,0.1243194844,0.06,5324,1,0.029389
"182",688,0.037209,0.1074849666,0.22,6429,1,0.037209
"183",650,0.127177,0.1272693773,0.18,17586,1,0.127177
"184",680,0.127177,0.1158493911,0.31,33958,1,0.127177
"185",668,0.070907,0.0997174605,0.19,7014,1,0.070907
"186",659,0.042392,0.0905850454,0.07,1699,1,0.042392
"187",662,0.076147,0.1136949427,0.27,6405,1,0.076147
"188",747,0.051947,0.0903215647,0.21,15365,1,0.051947
"189",635,0.00270344776346393,0.0800857345,0.03,7745,2.5,0.00270344776346393
"190",674,0.080465,0.1238952437,0.1,6327,1,0.080465
"191",675,0.125505,0.0939391703,0.34,18429,1,0.125505
"192",672,0.075863,0.0865520358,0.18,48001,1,0.075863
"193",676,0.092992,0.1133522068,0.29,8563,1,0.092992
"194",656,0.116885,0.0858050787,0.19,7161,1,0.116885
"195",648,0.095383,0.1065837396,0.07,5607,1,0.095383
"196",660,0.090841,0.1052824967,0.36,4789,1,0.090841
"197",670,0.065722,0.1048505288,0.1,8609,1,0.065722
"198",681,0.044007,0.1081820684,0.13,24571,1,0.044007
"199",674,0.05486,0.0700298215,0.24,35052,1,0.05486
"200",645,0.100071,0.1082641312,0.19,2441,1,0.100071
"201",633,0,0.109265213,0.2,16280,1,0
"202",641,0.076689,0.1235246431,0.11,11711,1,0.076689
"203",683,0.050871,0.0904162777,0.11,1864,1,0.050871
"204",685,0.076091,0.1103251671,0.05,1549,1,0.076091
"205",656,0.081617,0.1264668635,0.21,9877,1,0.081617
"206",662,0.076306,0.1137957273,0.29,7919,1,0.076306
"207",673,0.038153,0.061299546,0.08,19395,1,0.038153
"208",699,0.056255,0.1287817884,0.29,1172,1,0.056255
"209",719,0.076306,0.100302759,0.45,49174,1,0.076306
"210",638,0.0109966713439991,0.1071065338,0.18,21535,4.166667,0.0109966713439991
"211",671,0.108225,0.1154313225,0.28,7033,1,0.108225
"212",713,0.12295,0.0585576913,0.18,3616,1,0.12295
"213",667,0.073634,0.1077241916,0.25,2254,1,0.073634
"214",661,0.080782,0.0909169433,0.11,1535,1,0.080782
"215",649,0.065165,0.1076816321,0.22,3397,1,0.065165
"216",707,0.028874,0.1027174421,0.2,6030,1,0.028874
"217",671,0.070355,0.1105086145,0.24,10508,1,0.070355
"218",727,0.033452,0.1004259493,0.23,4941,1,0.033452
"219",650,0.145345,0.1269187032,0.2,3491,1,0.145345
"220",669,0.049994,0.1124958458,0.11,6259,1,0.049994
"221",679,0.13404,0.1279535935,0.18,3648,1,0.13404
"222",647,0.114539,0.1012918691,0.15,5111,1,0.114539
"223",693,0.424993071751567,0.0775193401,0.41,27422,2,0.424993071751567
"224",682,0.079486,0.1026356219,0.22,4000,1,0.079486
"225",669,0.053343,0.1042954404,0.23,74,1,0.053343
"226",708,0.090077,0.0747708799,0.24,30638,1,0.090077
"227",706,0.073915,0.1130804152,0.35,13823,1,0.073915
"228",662,0.039099,0.1002104881,0.08,8389,1,0.039099
"229",709,0.05158,0.11190862,0.11,12958,1,0.05158
"230",677,0.070417,0.0881821244,0.14,1835,1,0.070417
"231",652,0.038153,0.1181891387,0.1,13169,1,0.038153
"232",662,0.059572,0.1059877996,0.18,8899,1,0.059572
"233",704,0.0118610519105296,0.1098617271,0.3,9574,2,0.0118610519105296
"234",653,0.092248,0.1091796223,0.13,7116,1,0.092248
"235",674,0.082128,0.115671686,0.27,3303,1,0.082128
"236",663,0.00732006819490797,0.101391163,0.48,16533,2,0.00732006819490797
"237",690,0.11531,0.1034962071,0.14,2385,1,0.11531
"238",660,0.08572,0.1027832303,0.22,14330,1,0.08572
"239",643,0.165027,0.1233839928,0.13,12593,1,0.165027
"240",663,0.035946,0.1157846732,0.19,10063,1,0.035946
"241",702,0.033442,0.0865193697,0.37,66467,1,0.033442
"242",667,0.062247,0.1171684708,0.24,3819,1,0.062247
"243",671,0.045671,0.0906290421,0.06,13738,1,0.045671
"244",646,0.125505,0.1232059133,0.18,4110,1,0.125505
"245",646,0.064495,0.0872245373,0.06,288,1,0.064495
"246",712,0.080579,0.1047101648,0.44,3469,1,0.080579
"247",656,0.09658,0.1116544347,0.17,3425,1,0.09658
"248",666,0.037233,0.1091671803,0.08,12017,1,0.037233
"249",661,0.05991,0.1075513654,0.07,2929,1,0.05991
"250",664,0.105962,0.1059803302,0.2,6916,1,0.105962
"251",690,0.049293,0.093393654,0.06,32730,1,0.049293
"252",639,0.00270344776346393,0.1161220956,0.12,11842,1,0.00270344776346393
"253",644,0.145266,0.1004229472,0.25,31053,1,0.145266
"254",717,0.109073,0.1045083377,0.43,7611,1,0.109073
"255",706,0.027119,0.1003846992,0.3,20185,1,0.027119
"256",676,0.070355,0.1152192443,0.37,15563,1,0.070355
"257",658,0.140272,0.1233155995,0.07,521,1,0.140272
"258",685,0.352977011716731,0.1280200093,0.41,24377,1,0.352977011716731
"259",655,0.117686,0.1010899821,0.31,7240,1,0.117686
"260",679,0.073745,0.1153493082,0.16,6433,1,0.073745
"261",667,0.113436,0.094162985,0.19,2757,1,0.113436
"262",701,0.05723,0.1283424005,0.25,24841,1,0.05723
"263",667,0.086952,0.1084808296,0.3,12038,1,0.086952
"264",658,0.084553,0.1041350481,0.1,5839,1,0.084553
"265",684,0.089418,0.1190310171,0.12,14091,1,0.089418
"266",651,0.123322,0.0944072665,0.3,10479,1,0.123322
"267",688,0.044042,0.0900745636,0.27,1414,1,0.044042
"268",789,0.0546870464712855,0.0413177141,0,0,1,0.0546870464712855
"269",662,0.091433,0.0855850167,0.06,16442,1,0.091433
"270",658,0.063099,0.1192577395,0.07,1457,1,0.063099
"271",650,0.00270344776346393,0.1029941631,0.11,3658,2,0.00270344776346393
"272",669,0.04213,0.0902309802,0.14,8750,1,0.04213
"273",672,0.041835,0.1087761345,0.09,6597,1,0.041835
"274",677,0.094927,0.1146807535,0.37,6171,1,0.094927
"275",716,0.021257,0.1013697605,0.12,17665,1,0.021257
"276",726,0.02688,0.1131627198,0.25,8920,1,0.02688
"277",674,0.098046,0.1207239658,0.26,15658,1,0.098046
"278",645,0,0.1046335566,0.17,11602,2,0
"279",672,0.059941,0.1098861401,0.09,12663,1,0.059941
"280",690,0.078263,0.0971412361,0.16,6742,1,0.078263
"281",660,0.107732,0.107712098,0.09,1714,1,0.107732
"282",690,0.058996,0.1295696898,0.35,9993,1,0.058996
"283",669,0.071721,0.1260179714,0.14,8657,1,0.071721
"284",682,0.093263,0.1060194387,0.09,5012,1,0.093263
"285",652,0.068813,0.1186636376,0.09,7451,1,0.068813
"286",645,0.077484,0.115685418,0.18,5513,1,0.077484
"287",675,0.079182,0.1185238409,0.26,18972,1,0.079182
"288",640,0.110878,0.0852366723,0.08,10211,1,0.110878
"289",637,0,0.0902400631,0.07,11098,1,0
"290",633,0,0.109265213,0.23,16280,1,0
"291",648,0.016578,0.0876141936,0.31,5438,1,0.016578
"292",787,0.005554,0.1224162708,0.05,4,1,0.005554
"293",679,0,0.1115510658,0.21,17202,2,0
"294",682,1.063618,0.1291905311,0.17,6355,1,1.063618
"295",678,0.072009,0.0850441515,0.17,4841,1,0.072009
"296",693,0.101742,0.1262667878,0.08,9649,1,0.101742
"297",662,0.11022,0.1023429438,0.22,17801,1,0.11022
"298",688,0.0643,0.106835301,0.05,2720,1,0.0643
"299",690,0,0.1059943384,0.08,497,2,0
"300",650,0.158971,0.1203497966,0.31,1216,1,0.158971
"301",693,0.058996,0.1004749557,0.41,22673,1,0.058996
"302",678,0.09175,0.1173886768,0.21,34165,1,0.09175
"303",641,0.00417547526082641,0.1150042057,0.23,7207,2,0.00417547526082641
"304",651,0.034936,0.0888938805,0.2,25962,1,0.034936
"305",692,0,0.1084738799,0.25,13867,2,0
"306",668,0.047334,0.1181100365,0.22,10946,1,0.047334
"307",660,0.041777,0.1152252933,0.14,8109,1,0.041777
"308",667,0.060487,0.0732218132,0.31,18493,1,0.060487
"309",706,0.023537,0.1162597446,0.3,6640,1,0.023537
"310",681,0.054874,0.1002429024,0.19,7349,1,0.054874
"311",663,0.050274,0.1292041704,0.16,15273,1,0.050274
"312",674,0.115741,0.0723932602,0.39,48964,1,0.115741
"313",668,0.076356,0.1145263382,0.08,10312,1,0.076356
"314",678,0.05103,0.1047722071,0.1,56052,1,0.05103
"315",675,0.009979,0.1091395585,0.23,18022,1,0.009979
"316",667,0.063589,0.1164658214,0.33,14458,1,0.063589
"317",678,0.054546,0.0929672697,0.14,10441,1,0.054546
"318",670,0.127177,0.1134833512,0.22,7422,1,0.127177
"319",696,0.0164892726105908,0.1296913232,0.36,31103,2,0.0164892726105908
"320",681,1.076485,0.0903035634,0,11945,1,1.076485
"321",665,0,0.1188383898,0.26,1421,2,0
"322",679,0.145266,0.1154818007,0.12,1849,1,0.145266
"323",656,0.117686,0.1189834329,0.11,2320,1,0.117686
"324",690,0.031513,0.087788074,0.26,14808,1,0.031513
"325",645,0.095019,0.1005988186,0.15,6561,1,0.095019
"326",663,0.10177,0.1119234212,0.11,3297,1,0.10177
"327",685,0.116232,0.0895078932,0.06,1079,1,0.116232
"328",667,0.037886,0.1138536695,0.33,3676,1,0.037886
"329",661,0.078198,0.1218113036,0.26,3668,1,0.078198
"330",653,0.076147,0.1213537501,0.28,15290,1,0.076147
"331",642,0.103745,0.1286469496,0.03,2105,1,0.103745
"332",705,0.063285,0.111320351,0.36,14149,1,0.063285
"333",665,0.077074,0.1101534671,0.13,11381,1,0.077074
"334",654,0.128724932817511,0.0685786846,0.11,0,2,0.128724932817511
"335",688,0.074418,0.1211856113,0.23,3325,1,0.074418
"336",716,0.078031,0.1149309332,0.41,16123,1,0.078031
"337",741,0.091038,0.0881172115,0.03,3195,1,0.091038
"338",664,0.073745,0.1068381436,0.22,5794,1,0.073745
"339",651,0.11531,0.110575759,0.29,43765,1,0.11531
"340",675,0.050871,0.1118286178,0.14,8214,1,0.050871
"341",670,0.002798,0.1067830731,0.37,50066,1,0.002798
"342",663,0.102903,0.1037604548,0.26,11203,1,0.102903
"343",688,0.871508,0.1073835231,0.41,23865,1,0.871508
"344",734,0.04364,0.0919409184,0.21,10160,1,0.04364
"345",636,0.00609588465129716,0.1216762222,0.13,8755,1,0.00609588465129716
"346",693,0.076306,0.1209383496,0.39,83897,1,0.076306
"347",644,0.13404,0.1073160933,0.19,74594,1,0.13404
"348",675,0.0224323295365395,0.10771626,0.3,10141,2,0.0224323295365395
"349",689,0.117686,0.1027533356,0.32,26158,1,0.117686
"350",640,0.055827,0.1065998236,0.22,10164,1,0.055827
"351",657,0.12332,0.0996244194,0.12,5018,1,0.12332
"352",710,0.025435,0.088430884,0.02,4625,1,0.025435
"353",707,0.076049,0.1184065494,0.48,6519,1,0.076049
"354",641,0.105043,0.1017525204,0.28,4198,1,0.105043
"355",686,0.089261,0.1041065862,0.12,8265,1,0.089261
"356",674,0.063589,0.1104077866,0.25,2784,1,0.063589
"357",649,0.036292,0.1280238539,0.12,4855,1,0.036292
"358",680,0.079457,0.1225672343,0.44,13764,1,0.079457
"359",677,0.052161,0.1242534387,0.1,6157,1,0.052161
"360",700,0.033914,0.1128742394,0.33,17408,1,0.033914
"361",648,0.047075,0.1080143505,0.11,6343,1,0.047075
"362",761,0.065165,0.1032249187,0.34,925,1,0.065165
"363",731,0.062534,0.0980095466,0.19,3492,1,0.062534
"364",723,0.050333,0.1054003675,0.34,14034,1,0.050333
"365",665,0.069056,0.1099846147,0.3,8829,1,0.069056
"366",679,0.071717,0.1262548901,0.28,6926,1,0.071717
"367",659,0.057636,0.1091761615,0.09,4783,1,0.057636
"368",721,0.05486,0.0896063814,0.3,62028,1,0.05486
"369",717,0.044007,0.0811188549,0.33,33649,1,0.044007
"370",676,0.059121,0.1012864569,0.22,16096,1,0.059121
"371",667,0.043815,0.1015436498,0.23,7259,1,0.043815
"372",661,0.066431,0.1245484173,0.14,5593,1,0.066431
"373",661,0.064387,0.0951377597,0.31,7638,1,0.064387
"374",681,0.07246,0.0904757928,0.22,9719,1,0.07246
"375",667,0.056438,0.1184120944,0.17,11635,1,0.056438
"376",694,0.050576,0.0935130463,0.32,1528,1,0.050576
"377",685,0.020221,0.0921597251,0.24,18930,1,0.020221
"378",643,0.063566,0.0857066836,0.14,15188,1,0.063566
"379",654,0.050871,0.0932747133,0.11,1571,1,0.050871
"380",708,0.07163,0.1010197128,0.31,14109,1,0.07163
"381",645,0.114539,0.0951614589,0.22,5280,1,0.114539
"382",663,0.063589,0.1003988836,0.31,31635,1,0.063589
"383",647,0.123322,0.1012652337,0.17,5827,1,0.123322
"384",654,0.122215,0.1221314559,0.1,4836,1,0.122215
"385",721,0.058723,0.1072486298,0.28,1665,1,0.058723
"386",650,0.120196,0.0896362442,0.18,4278,1,0.120196
"387",666,0.041793,0.1228524974,0.22,21019,1,0.041793
"388",684,0.061232,0.1140691303,0.21,12175,1,0.061232
"389",697,0.040597,0.1061799864,0.04,1059,1,0.040597
"390",700,0.37004691612462,0.090047003,0.01,569,2,0.37004691612462
"391",680,0.105981,0.1225038167,0.3,17287,1,0.105981
"392",665,0.103745,0.1208141635,0.04,1582,1,0.103745
"393",682,0,0.1231276837,0.14,4261,2,0
"394",660,0.069947,0.0877793985,0.3,82534,1,0.069947
"395",680,0.045722,0.0947847279,0.23,6405,1,0.045722
"396",670,0.096922,0.1108353333,0.38,10834,1,0.096922
"397",670,0.05497,0.1071502245,0.19,8855,1,0.05497
"398",714,0.053405,0.0939204778,0.34,8204,1,0.053405
"399",673,0.114539,0.1297656504,0.19,233,1,0.114539
"400",719,0.057323,0.0999331919,0.31,1561,1,0.057323
"401",659,0.843527,0.1075348517,0.27,5547,1,0.843527
"402",627,0,0.0962160666,0.03,6368,1,0
"403",650,0.082665,0.1220245433,0.27,10882,1,0.082665
"404",678,0,0.1170650278,0.23,9290,2,0
"405",680,0.051414,0.1071335495,0.34,8361,1,0.051414
"406",674,0.063635,0.0768030814,0.15,59649,1,0.063635
"407",682,0.105532,0.126278129,0.09,2039,1,0.105532
"408",686,0.061247,0.110683209,0.2,5507,1,0.061247
"409",680,0.077811,0.1032559901,0.39,3381,1,0.077811
"410",688,0.091038,0.1043426169,0.16,10079,1,0.091038
"411",651,0.065174,0.0779978898,0.14,26301,1,0.065174
"412",667,0.10444,0.1154004341,0.13,963,1,0.10444
"413",689,0.055382,0.0923205313,0.32,38433,1,0.055382
"414",670,0.059121,0.1150446951,0.15,3900,1,0.059121
"415",670,0.058007,0.1198314409,0.33,30091,1,0.058007
"416",666,0.066149,0.128349174,0.06,4526,1,0.066149
"417",693,0.100148,0.1179880688,0.06,4641,1,0.100148
"418",652,0.103084,0.1055503274,0.37,26540,1,0.103084
"419",674,0.099123,0.1194697243,0.27,27631,1,0.099123
"420",667,0.127177,0.0943604034,0.18,6787,1,0.127177
"421",696,0.071532,0.1215375482,0.27,4839,1,0.071532
"422",657,0.111091,0.1273307361,0.26,8740,1,0.111091
"423",670,0.05299,0.1122073633,0.21,7463,1,0.05299
"424",649,0.060479,0.1095282456,0.07,4203,1,0.060479
"425",636,0,0.1137308783,0.17,5309,2.5,0
"426",640,0.042524,0.127077507,0.04,4106,1,0.042524
"427",661,0.125505,0.1177964955,0.25,4843,1,0.125505
"428",670,0.00946021060416148,0.1202747648,0.41,5478,2,0.00946021060416148
"429",661,0.064762,0.1126644973,0.15,8359,1,0.064762
"430",696,1.377745,0.1023634796,0.46,10192,1,1.377745
"431",682,0.06371,0.1134505689,0.25,9914,1,0.06371
"432",663,0.076306,0.1023436468,0.11,2538,1,0.076306
"433",655,0.105745,0.1068221926,0.33,8458,1,0.105745
"434",657,0.127177,0.1299750064,0.23,16137,1,0.127177
"435",657,0.111699,0.1153811667,0.08,3423,1,0.111699
"436",694,0.046944,0.1021611241,0.34,17002,1,0.046944
"437",694,0.037556,0.1028738913,0.1,11392,1,0.037556
"438",671,0.047691,0.1054529613,0.29,5478,1,0.047691
"439",655,0.109073,0.11081429,0.23,19748,1,0.109073
"440",674,0.050856,0.117717565,0.11,6190,1,0.050856
"441",670,0.00440184202494878,0.1001470416,0.42,13111,2,0.00440184202494878
"442",662,0.066011,0.1241523905,0.06,4289,1,0.066011
"443",660,0.148168771959866,0.1289698505,0.27,22518,2,0.148168771959866
"444",678,0.031124,0.0869084952,0.2,19614,1,0.031124
"445",682,0.00270344776346393,0.107553042,0.34,4677,2,0.00270344776346393
"446",663,0,0.0888213423,0.41,127697,2,0
"447",700,0.039441,0.0724497195,0.22,48968,1,0.039441
